AssetId|ClientAssetID|LocationSGcode FROM FAR
16141|LAN9603998|C01600330000167100000
16141|LAN9604842|C01600330000167000000
16141|LAN9604843|C01600330000147900000
1669|LAN9604157|C06400030000321400000
1669|LAN9605013|C06400030000321600000
1686|LAN9602674|C06700000000029200011
1713|LAN9598518|C07300080000127700000
1730|LAN9601737|C05500100000153700000
1739|LAN9599404|C01100030000363800000
1741|LAN9599401|C01100000000000700031
1744|LAN9604356|C08500000000020100004
1756|LAN9600727|C01600420000387700000
1756|LAN9603185|C01600420000388500000
1762|LAN9600340|C01600420000590800000
1762|LAN9600644|C01600420000591700000
1762|LAN9601999|C01600420000591900000
1762|LAN9602873|C01600420000591600000
1765|LAN9598650|C01600440000001300000
13011|LAN9600045|C01300130000972000000
1432|LAN9599997|C07800000000029200198
15441|LAN9602312|C01600670000857400000
1564|LAN9602684|C06700250000106900000
1599|LAN9600069|C05500000000017400007
1606|LAN9602800|C01300080000008000000
1997|LAN9598916|C01600020000647800000
1997|LAN9599772|C01600020000648400000
2000|LAN9603147|C01600020000847200000
2000|LAN9603904|C01600020000849500000
2001|LAN9603092|C01600020001054800000
2003|LAN9599717|C01600020000708500000
2003|LAN9603252|C01600020000708600000
2007|LAN9599735|C01600020000538400000
2007|LAN9600597|C01600020000528100000
2007|LAN9601368|C01600020000570300000
2007|LAN9601372|C01600020000537400000
2007|LAN9602241|C01600020000531000000
2007|LAN9603107|C01600020000530300000
2010|LAN9600580|C01600020002695500000
2010|LAN9600581|C01600020001319000000
20155|LAN9603676|C01600340001222300000
2021|LAN9599724|C01600130000056400000
2021|LAN9604928|C01600130000131500000
20231|LAN9604200|C04300010000280000000
2026|LAN9604515|C01600170001179200000
2030|LAN9598633|C01600170001272100000
2030|LAN9599015|C01600170001257800000
2030|LAN9603237|C01600170001257900000
2032|LAN9601375|C01600170001004300000
2032|LAN9603914|C01600170000999900000
2036|LAN9598881|C01600190000039200000
2036|LAN9600574|C01600190000038900000
2038|LAN9598877|C01600190000682700000
20384|LAN9603093|C01600070003780600000
2039|LAN9604466|C01300110000056800000
20405|LAN9600980|C05500030000029800000
20426|LAN9600582|C01600190000484700000
1514|LAN9602771|C00900010000135400000
15141|LAN9604854|C01600630000777800000
1516|LAN9603602|C00900020000021900000
1516|LAN9603603|C00900020000015400000
15161|LAN9604300|C05100110000446500000
15161|LAN9605154|C05100110000446400000
1517|LAN9598564|C00900010000120400000
1517|LAN9600238|C00900010000254700000
1517|LAN9601886|C00900010000102300000
1518|LAN9598563|C00900010000190700000
1518|LAN9599391|C00900010000255700000
1518|LAN9601067|C00900010000255600000
1518|LAN9601068|C00900010000194000000
1518|LAN9601069|C00900010000120800000
1518|LAN9604439|C00900010000193900000
1521|LAN9598562|C00900040000018700000
1522|LAN9603601|C05200010000041200000
1523|LAN9602770|C05200010000024500000
1523|LAN9604430|C05200010000029900000
1525|LAN9599306|C06100020000003800000
15261|LAN9601445|C01600070001171000000
15261|LAN9603202|C01600070001171100000
15284|LAN9602315|C01600650000551100000
1529|LAN9599827|C01600200000155000000
1529|LAN9601444|C01600200000635400000
1529|LAN9604003|C01600200000154500000
1529|LAN9604851|C01600200000154400000
1529|LAN9604852|C01600200000154300000
1530|LAN9600670|C01600070003946200000
15301|LAN9603201|C01600350005063700000
1532|LAN9601443|C01600070005357200000
1532|LAN9603199|C01600070005357100000
1532|LAN9603200|C01600070005357000000
1532|LAN9604850|C01600070005356900000
1534|LAN9600669|C01600070010664900000
1535|LAN9604853|C01600070015448300000
15382|LAN9602317|C01600630003119400000
1541|LAN9598989|C06700090000113700000
1542|LAN9599826|C06700120000261400000
1542|LAN9601442|C06700120000315800000
1542|LAN9601446|C06700120000153000000
1787|LAN9598970|C01600070009120900000
1787|LAN9598971|C01600070006609100000
1787|LAN9600651|C01600070006606600000
1787|LAN9603187|C01600070006608800000
1787|LAN9603188|C01600070006607700000
1787|LAN9603993|C01600070009082800000
1787|LAN9604831|C01600070009121000000
1788|LAN9598966|C01600070006635000000
1788|LAN9598969|C01600070006630400000
1788|LAN9599813|C01600070006630600000
1788|LAN9599814|C01600070006629700000
1788|LAN9601432|C01600070006630800000
1788|LAN9601433|C01600070006630700000
1788|LAN9602300|C01600070006630900000
1788|LAN9602301|C01600070006630500000
1788|LAN9603183|C01600070006632600000
1788|LAN9603184|C01600070006630300000
1788|LAN9603186|C01600070006629600000
1788|LAN9603984|C01600070006631200000
1788|LAN9603985|C01600070006631100000
1788|LAN9604828|C01600070006631000000
1788|LAN9604830|C01600070006629400000
1789|LAN9598963|C01600070006625100000
1789|LAN9598964|C01600070006624700000
1789|LAN9599810|C01600070006625200000
1789|LAN9599811|C01600070006625000000
1789|LAN9600346|C01600070006629200000
1789|LAN9600645|C01600070006629300000
1789|LAN9600646|C01600070006629000000
1789|LAN9601431|C01600070006629900000
1789|LAN9603176|C01600070006630000000
2032|LAN9602238|C01600170001004000000
2032|LAN9602239|C01600170001003800000
2032|LAN9602240|C01600170001003400000
2032|LAN9602246|C01600170001002000000
2032|LAN9602247|C01600170001001200000
2032|LAN9603105|C01600170001003200000
2032|LAN9603108|C01600170001001700000
2032|LAN9603109|C01600170001001300000
2032|LAN9604773|C01600170001001400000
2033|LAN9604763|C01600170001422700000
2034|LAN9601146|C01600190001637100000
2034|LAN9602857|C01600190001763000000
2035|LAN9600575|C01600190000594300000
2035|LAN9603910|C01600190000544100000
2036|LAN9598883|C01600190001675800000
2036|LAN9599728|C01600190000039100000
2036|LAN9599730|C01600190001345200000
2036|LAN9601363|C01600190000039300000
2036|LAN9601365|C01600190000039000000
2036|LAN9601366|C01600190000038600000
2036|LAN9602230|C01600190000038800000
2036|LAN9604756|C01600190000039400000
2036|LAN9604759|C01600190000038700000
2037|LAN9602856|C01600190003252500000
20375|LAN9604348|C06700220001647600000
2038|LAN9598878|C01600190000681300000
2038|LAN9598880|C01600190000681000000
2038|LAN9599492|C01600190000682900000
2038|LAN9599722|C01600190000683000000
2038|LAN9599723|C01600190000682100000
2038|LAN9599726|C01600190000680800000
2038|LAN9599727|C01600190000680700000
2038|LAN9600560|C01600190000683400000
2038|LAN9600561|C01600190000683300000
2038|LAN9600564|C01600190000683100000
2038|LAN9600565|C01600190000682400000
2038|LAN9601976|C01600190000681900000
2038|LAN9602225|C01600190000682500000
2038|LAN9602227|C01600190000681200000
2038|LAN9602228|C01600190000681100000
2038|LAN9602229|C01600190000680900000
2038|LAN9602854|C01600190000682000000
2038|LAN9603094|C01600190000681800000
2038|LAN9603684|C01600190000683200000
2038|LAN9603906|C01600190000682600000
2038|LAN9604751|C01600190000682300000
2038|LAN9604753|C01600190000682200000
2282|LAN9600903|C05500080000902400000
2282|LAN9605136|C05500080000929100000
2283|LAN9602598|C05500080000831100000
2284|LAN9599248|C05500080000205700000
2284|LAN9600093|C05500080000205900000
2284|LAN9605135|C05500080000206000000
2285|LAN9600092|C05500080001535000000
2287|LAN9599247|C05500080000761000000
2287|LAN9600091|C05500080001221000000
2287|LAN9600902|C05500080000721600000
2287|LAN9602597|C05500080000721700000
2287|LAN9605133|C05500080000721800000
2287|LAN9605134|C05500080001261600000
2288|LAN9605116|C05500000000039500000
2289|LAN9601723|C05500080001075600000
2289|LAN9601730|C05500080000099000000
2289|LAN9601731|C05500080000701700000
2289|LAN9603447|C05500080000099200000
2289|LAN9604280|C05500080001184300000
2290|LAN9599239|C05500080000669900000
2290|LAN9600079|C05500080000901600000
2290|LAN9601711|C05500080000860200000
2291|LAN9604279|C05500080002111900000
2292|LAN9604346|C05500000000102900000
2292|LAN9605204|C05500000000102700001
2293|LAN9600905|C05500080000408000000
2293|LAN9601728|C05500080000409300000
2293|LAN9601729|C05500080000408100000
2293|LAN9603446|C05500080000409500000
2293|LAN9604278|C05500080000407900000
2301|LAN9599240|C05500080000195000000
2301|LAN9600096|C05500080000930300000
2301|LAN9600904|C05500080000195500000
2301|LAN9602601|C05500080000195400000
2301|LAN9605123|C05500080001429500000
2301|LAN9605139|C05500080001084700000
2302|LAN9604475|C05800060000069000000
2303|LAN9599445|C05800060000084000000
2303|LAN9604483|C05800060000100700000
2305|LAN9600275|C05800060000087200000
2305|LAN9601103|C05800060000057800000
2305|LAN9601929|C05800060000067100000
2305|LAN9601930|C05800060000041100000
2305|LAN9603646|C05800060000065600000
2306|LAN9603636|C05800000000013900001
2307|LAN9600147|C06100030000059400000
2307|LAN9600149|C06100030000059100000
2307|LAN9600962|C06100030000059300000
2307|LAN9600963|C06100030000087900000
2752|LAN9600475|C01600350000356500000
2753|LAN9602998|C01600350001631900000
2754|LAN9601288|C01600350000495700000
2756|LAN9603499|C08500030000056700000
2757|LAN9603814|C01600350000030900000
2758|LAN9599003|C01600720000186200000
2759|LAN9601595|C02700050000022200000
2760|LAN9601287|C01600220000545100000
2764|LAN9600274|C05800010000012200000
2765|LAN9601064|C00900010000082800000
2765|LAN9602766|C00900010000082700000
2765|LAN9602767|C00900010000129000000
2769|LAN9601291|C01600190001576000000
2773|LAN9599635|C01600020001078200000
2773|LAN9600462|C01600020001079100000
2773|LAN9600463|C01600020001078400000
2773|LAN9601282|C01600020002974900000
2773|LAN9601283|C01600020001078600000
2774|LAN9598764|C01600190001868900000
2774|LAN9601281|C01600190002615600000
5759|LAN9604165|C02700020000170100000
5759|LAN9605025|C02700020000169600000
5761|LAN9599983|C02700020000184600000
5761|LAN9600796|C02700020000615100000
5761|LAN9600797|C02700020000185300000
5761|LAN9600798|C02700020000184700000
5761|LAN9601594|C02700020000184500000
5761|LAN9602479|C02700020000184400000
5761|LAN9602480|C02700020000816100000
5761|LAN9604161|C02700020000185000000
5761|LAN9605018|C02700020000184900000
5761|LAN9605019|C02700020000184800000
5764|LAN9603344|C02700020000186200000
5771|LAN9599066|C05400050001200400000
5771|LAN9599917|C05400050000441400000
5771|LAN9603290|C05400050000370500000
5771|LAN9604105|C05400050000089400000
5773|LAN9601533|C05400050000451200000
5773|LAN9602420|C05400050000340500000
5779|LAN9604595|C01600170001012100000
5782|LAN9604166|C02700070000032300000
5788|LAN9598680|C01600170001192200000
5788|LAN9598681|C01600170001192000000
5788|LAN9598685|C01600170001191700000
5788|LAN9598686|C01600170001191400000
5788|LAN9598687|C01600170001190000000
5788|LAN9598688|C01600170001189800000
5788|LAN9599549|C01600170001189900000
5788|LAN9599582|C01600170001071600000
5788|LAN9600367|C01600170001193200000
5788|LAN9600368|C01600170001193100000
5788|LAN9600369|C01600170001193000000
5788|LAN9600372|C01600170001192400000
5788|LAN9600373|C01600170001192100000
5788|LAN9601198|C01600170001193300000
5788|LAN9601205|C01600170001191600000
5788|LAN9602033|C01600170001192800000
5788|LAN9602899|C01600170001192900000
1838|LAN9603128|C01600630005336600000
1839|LAN9601388|C01600280000403400000
1839|LAN9603926|C01600280000403100000
1842|LAN9598951|C01600030000073700000
1843|LAN9598948|C01600070006272500000
1843|LAN9601425|C01600070006272600000
1843|LAN9603239|C01600070006277600000
1843|LAN9603979|C01600070005873700000
1844|LAN9603130|C01600070006055600000
1846|LAN9600611|C01600070005872900000
1846|LAN9603928|C01600070006247700000
1848|LAN9599753|C01600070002331000000
1854|LAN9604778|C01600350001331400000
1856|LAN9598901|C01600070001316600000
1856|LAN9600606|C01600070001316700000
1867|LAN9598949|C01600030000006100000
1913|LAN9600635|C01600070002344200000
1913|LAN9603156|C01600070002344900000
1913|LAN9603162|C01600070002344300000
1930|LAN9600627|C01600400000120200000
1930|LAN9600633|C01600400000114000000
1959|LAN9601399|C01600070007698700000
1959|LAN9603133|C01600070007700600000
1959|LAN9603161|C01600070007732500000
1969|LAN9599508|C01600070002893800000
1978|LAN9603143|C01600070004607800000
1980|LAN9598917|C01600070004853000000
1980|LAN9601397|C01600070004853200000
1980|LAN9604800|C01600070009754800000
1983|LAN9599756|C01600510000109600000
1986|LAN9603927|C01600070007626400000
1989|LAN9599748|C01600570000118200000
1989|LAN9600602|C01600570000063800000
1989|LAN9602254|C01600570000063600000
1994|LAN9599766|C01600020000388200000
1994|LAN9600634|C01600020000370600000
1994|LAN9601415|C01600020000351700000
1994|LAN9601416|C01600020000351600000
1994|LAN9602282|C01600020000393800000
1994|LAN9603157|C01600020000371200000
1994|LAN9603960|C01600020000393300000
1467|LAN9601641|C03900000000018400020
1468|LAN9605068|C03900130000004100000
1472|LAN9599228|C03900060000002000000
1474|LAN9605067|C03900050000324000000
1475|LAN9599188|C03900050000329600000
1476|LAN9601655|C03900050000367500000
1479|LAN9605015|C02700000000019700000
1483|LAN9603475|C05100070000422000000
1484|LAN9605155|C05100070000860700000
1485|LAN9602619|C05100070000642100000
1487|LAN9601752|C05100070000411200000
1490|LAN9599106|C05400050000106400000
1490|LAN9601567|C05400050000106500000
1490|LAN9604995|C05400050000106300000
14942|LAN9600733|C04200000000012800008
1496|LAN9604994|C05400050000302100000
1497|LAN9602454|C05400050000624500000
1498|LAN9599954|C05400050000511100000
1501|LAN9599407|C01100050000056400000
1501|LAN9601082|C01100050000069600000
1502|LAN9599105|C05400050000742700000
15022|LAN9598991|C01600340001974600000
15022|LAN9600668|C01600340002510800000
15022|LAN9600672|C01600340002510500000
15022|LAN9601449|C01600340002510600000
15022|LAN9603205|C01600340002510400000
15022|LAN9604004|C01600340002510300000
15022|LAN9604856|C01600340002510700000
1504|LAN9599104|C05400040000093100000
1506|LAN9602453|C05400040000076500000
1507|LAN9599953|C05400040000098300000
1508|LAN9602503|C07700010000045200000
1508|LAN9603352|C07700010000039200000
1508|LAN9604175|C07700010000039400000
1508|LAN9605033|C07700010000045300000
1509|LAN9605035|C07700040000102600000
1510|LAN9599158|C02700080000006500000
15101|LAN9600908|C05500080001647300000
15101|LAN9603450|C05500080001804400000
1512|LAN9599389|C00900010000192500000
1512|LAN9599390|C00900010000190800000
1512|LAN9600239|C00900010000344300000
15121|LAN9602314|C01600670001988000000
1513|LAN9602772|C00900010000191100000
1514|LAN9601070|C00900010000217100000
1779|LAN9599807|C01600070004114700000
1780|LAN9601160|C01600070004383900000
1781|LAN9598649|C01600070005089400000
1781|LAN9600333|C01600070005293300000
1781|LAN9600334|C01600070005089200000
1781|LAN9601159|C01600070005731500000
1781|LAN9601997|C01600070005088000000
1782|LAN9598647|C01600070007393000000
1782|LAN9598648|C01600070007380300000
1783|LAN9601155|C01600070001930500000
1784|LAN9599511|C01600070006807300000
1784|LAN9604530|C01600070006807400000
1785|LAN9603705|C01600070011839400000
1786|LAN9599522|C01600070004626900000
1786|LAN9600345|C01600070004627100000
1786|LAN9602877|C01600070004627000000
1786|LAN9604528|C01600070004626800000
2026|LAN9603686|C01600170001284400000
2026|LAN9604514|C01600170001360800000
20271|LAN9599371|C02000050000005200000
20271|LAN9603585|C02000050000005300000
20272|LAN9603619|C01100030000043900000
2029|LAN9600568|C01600170001312200000
2030|LAN9598632|C01600170001272000000
2030|LAN9599016|C01600170001256600000
2030|LAN9599017|C01600170001256000000
2030|LAN9599018|C01600170001255900000
2030|LAN9599019|C01600170001255800000
2030|LAN9599866|C01600170001257700000
2030|LAN9599867|C01600170001256300000
2030|LAN9599868|C01600170001256100000
2030|LAN9600705|C01600170001256800000
2030|LAN9601136|C01600170001343000000
2030|LAN9601474|C01600170001258100000
2030|LAN9601475|C01600170001255700000
2030|LAN9601476|C01600170001255600000
2030|LAN9602351|C01600170001258200000
2030|LAN9602352|C01600170001257000000
2030|LAN9602353|C01600170001256900000
2030|LAN9602354|C01600170001256400000
2030|LAN9603238|C01600170001257600000
2030|LAN9604041|C01600170001257500000
2030|LAN9604042|C01600170001257100000
2030|LAN9604895|C01600170001258000000
2030|LAN9604896|C01600170001256700000
2030|LAN9604897|C01600170001256500000
2030|LAN9604898|C01600170001256200000
2032|LAN9598890|C01600170000700500000
2032|LAN9599739|C01600170001004200000
2032|LAN9599740|C01600170001002600000
2032|LAN9600586|C01600170001004700000
2032|LAN9600588|C01600170001003900000
2032|LAN9600589|C01600170001002900000
2032|LAN9600591|C01600170001001800000
2032|LAN9601370|C01600170001004500000
2032|LAN9602234|C01600170000700600000
2032|LAN9602235|C01600170001004400000
2272|LAN9599926|C05400050000125300000
2272|LAN9600753|C05400050000125000000
2272|LAN9602427|C05400050001748700000
2272|LAN9603293|C05400050000126100000
2272|LAN9604111|C05400050000124900000
2272|LAN9604113|C05400050000309400000
2272|LAN9604964|C05400050000126200000
245106|LAN9601543|C05400050001748600000
2273|LAN9599070|C05400050000041100000
2273|LAN9599925|C05400050000366000000
2273|LAN9600752|C05400050000551000000
2273|LAN9601540|C05400050000041200000
2273|LAN9603291|C05400050000441700000
2273|LAN9604110|C05400050000041300000
2273|LAN9604112|C05400050000030300000
2274|LAN9599068|C05400050000072500000
2274|LAN9599923|C05400050000072200000
2274|LAN9600750|C05400050000073500000
2274|LAN9600751|C05400050000313300000
2274|LAN9601537|C05400050000074400000
2274|LAN9601538|C05400050000074200000
2274|LAN9601539|C05400050000649900000
2274|LAN9602425|C05400050000649800000
2274|LAN9602426|C05400050000477800000
2274|LAN9604106|C05400050000074300000
2274|LAN9604107|C05400050000072300000
2274|LAN9604960|C05400050000073400000
2275|LAN9599920|C05400050000006300000
2275|LAN9599921|C05400050000006000000
2275|LAN9602423|C05400050000006100000
2275|LAN9604958|C05400050000006200000
2275|LAN9604959|C05400050000005900000
2277|LAN9599067|C05400050000453400000
2280|LAN9599249|C05500080000195100000
2280|LAN9599250|C05500080000187800000
2280|LAN9601727|C05500080000187900000
2280|LAN9602599|C05500080000188200000
2280|LAN9603444|C05500080000189500000
2280|LAN9603445|C05500080001080600000
2280|LAN9604277|C05500080000194300000
2280|LAN9605138|C05500080000188300000
2281|LAN9600094|C05500080000487400000
2281|LAN9600095|C05500080000486900000
2281|LAN9601724|C05500080000487200000
2281|LAN9601725|C05500080000487000000
2281|LAN9601726|C05500080000469300000
2281|LAN9604275|C05500080000484700000
2281|LAN9604276|C05500080001084400000
2281|LAN9605137|C05500080000487300000
2674|LAN9602107|C06700100000203300000
2675|LAN9598585|C01300100000208000000
2676|LAN9598584|C01300100000207900000
2677|LAN9601088|C01300100000057100000
2679|LAN9603389|C01300120000000200000
2680|LAN9605075|C01300120000113200000
2681|LAN9604219|C01300130000692300000
2682|LAN9603663|C06700000000091100004
2683|LAN9604221|C01300210000029500000
2683|LAN9605078|C01300210000030500000
2684|LAN9602143|C06700230000255800000
2684|LAN9602144|C06700230000255700000
2684|LAN9603022|C06700230002913300000
2687|LAN9601090|C01300240000108000000
2690|LAN9598790|C01600070000020200000
2692|LAN9601306|C01600070000585400000
2693|LAN9601305|C01600070000934600000
2695|LAN9603017|C01600380000030500000
2696|LAN9603837|C01600380000007700000
2693|LAN9603016|C01600070001619000000
2703|LAN9600486|C01600630000314000000
2705|LAN9603014|C01600630000257800000
2707|LAN9603259|C01600630002773200000
2708|LAN9599650|C01600630000061500000
2709|LAN9604673|C01600630000515400000
2711|LAN9601302|C01600630000119400000
2712|LAN9603835|C01600630000313900000
2718|LAN9599645|C01600630005426800000
2719|LAN9601297|C01600630000061700000
2720|LAN9598782|C01600640000082000000
2723|LAN9598781|C01600220000603900000
2729|LAN9602137|C01600220000648100000
2732|LAN9603828|C01600220000534900000
2744|LAN9604667|C01600640001108800000
2745|LAN9600459|C01600640001108900000
2748|LAN9599051|C04200010000008300000
2748|LAN9599052|C04200010000005400000
2748|LAN9599053|C04200010000005200000
2748|LAN9599905|C04200010000005300000
2748|LAN9603272|C04200010000008500000
2748|LAN9603273|C04200010000059900000
2748|LAN9604089|C04200010000008400000
2749|LAN9598550|C04600100000093900000
2749|LAN9600227|C04600100000093600000
2749|LAN9601875|C04600100000093800000
2749|LAN9601876|C04600100000093400000
2749|LAN9602755|C04600100000092600000
2749|LAN9604426|C04600100000093500000
2751|LAN9598774|C01600350000025800000
17761|LAN9599026|C01600650000266000000
1784|LAN9601994|C01600070006805900000
1784|LAN9604531|C01600070006807200000
1792|LAN9603174|C01600070001979800000
1793|LAN9604538|C01600030000125300000
1799|LAN9599498|C01600070002684400000
1799|LAN9599499|C01600070002683600000
1799|LAN9599501|C01600070002683400000
1799|LAN9599744|C01600070002684700000
1806|LAN9600321|C01600390000035100000
1809|LAN9601993|C01600070009564200000
1809|LAN9602866|C01600390000260100000
1812|LAN9598939|C01600630005127200000
1813|LAN9598644|C01600390000042600000
1822|LAN9601150|C01600070009673800000
1822|LAN9601985|C01600070009673900000
1829|LAN9604522|C01600070004874100000
1832|LAN9602861|C01600390000127300000
1832|LAN9603946|C01600390000127900000
1832|LAN9604520|C01600390000128200000
1837|LAN9602259|C01600070009024800000
1837|LAN9602260|C01600070008990800000
1837|LAN9604782|C01600070008986900000
5735|LAN9598720|C01600750000123500000
5750|LAN9601238|C06700040000273400000
5750|LAN9602950|C06700040000362800000
5757|LAN9599989|C02700020000119000000
5757|LAN9602489|C02700020000118800000
5757|LAN9603346|C02700020000118900000
5757|LAN9604167|C02700020000118700000
5759|LAN9599985|C02700020000170000000
5759|LAN9599988|C02700020000169700000
5759|LAN9600800|C02700020000170500000
5759|LAN9600804|C02700020000169800000
5759|LAN9601600|C02700020000169900000
5759|LAN9602486|C02700020000170400000
1439|LAN9602325|C01600070010189500000
1440|LAN9604008|C01600070004076100000
1442|LAN9598993|C01600070003394300000
1442|LAN9599833|C01600070003394400000
1443|LAN9601454|C01600070003267000000
1443|LAN9603208|C01600070003266900000
1445|LAN9599832|C01600070003305600000
1445|LAN9604006|C01600070003305500000
1445|LAN9604007|C01600070015006300000
244832|LAN9598994|C01600070003025600000
244832|LAN9599829|C01600070003329100000
244832|LAN9599830|C01600070003328800000
244832|LAN9599834|C01600070003328600000
244832|LAN9599835|C01600070003306300000
244832|LAN9599836|C01600070003306200000
244832|LAN9600671|C01600070003329700000
244832|LAN9600676|C01600070003328700000
244832|LAN9601448|C01600070003329500000
244832|LAN9602320|C01600070003329000000
244832|LAN9602327|C01600070003328500000
244832|LAN9602328|C01600070003303300000
244832|LAN9603204|C01600070003329400000
244832|LAN9604010|C01600070003303400000
244832|LAN9604011|C01600070003293900000
244832|LAN9604855|C01600070003329800000
1446|LAN9602319|C01600070007785600000
1447|LAN9601447|C01600070011458600000
1448|LAN9599153|C02700010000023600000
1448|LAN9599154|C02700010000023500000
1448|LAN9600812|C02700010000142400000
1448|LAN9601620|C02700010000024000000
1448|LAN9603354|C02700010000023900000
1449|LAN9602504|C02700020000534400000
1450|LAN9603353|C02700020000742800000
1451|LAN9604176|C02700050000162800000
1452|LAN9604177|C02700020001127200000
1454|LAN9599996|C02700020000899000000
1455|LAN9600815|C02700020000900000000
1455|LAN9601621|C02700020000437200000
1455|LAN9602507|C02700020000268000000
1457|LAN9602506|C02700020001127300000
1461|LAN9600814|C02700070000380100000
1461|LAN9602505|C02700070000034100000
1463|LAN9600813|C02700070000287800000
1465|LAN9603355|C02700070000057100000
14661|LAN9600953|C08500040000231500000
1770|LAN9601435|C01600420000384600000
1770|LAN9602303|C01600420000381100000
1770|LAN9604832|C01600420000381200000
1772|LAN9600262|C01300040000103200000
1773|LAN9603622|C01300000000008500013
1774|LAN9598577|C01300000000039700009
1774|LAN9604451|C01300000000039700011
17761|LAN9600711|C01600650000266100000
244313|LAN9624468|C02700000000019700184
10086|LAN9602026|C01600450001920700000
10107|LAN9601965|C06700160000029100000
10107|LAN9601971|C06700160000011400000
10347|LAN9600361|C01600190002218900000
10429|LAN9601190|C01600630004092500000
10430|LAN9602023|C01600630005978700000
10431|LAN9601189|C01600630005978600000
10489|LAN9603222|C01600630005389200000
10515|LAN9599001|C01600700002280800000
10850|LAN9601167|C01600150000300800000
10850|LAN9602878|C01600150000328500000
10850|LAN9602879|C01600150000328300000
10850|LAN9602880|C01600150000328600000
10850|LAN9603702|C01600150000328400000
10850|LAN9603703|C01600150000300700000
10850|LAN9603704|C01600150000328700000
10891|LAN9600116|C05100030000052700000
10929|LAN9601769|C08500040001759000000
244561|LAN9601503|C01600070012441100000
244561|LAN9602383|C01600070012440800000
5665|LAN9624060|C05800060000445300000
10951|LAN9604029|C01600110001233300000
10971|LAN9601624|C07800000000030300023
11134|LAN9602510|C07800110000049300000
11315|LAN9600695|C06700130000333200000
11335|LAN9602340|C06700230002708500000
11440|LAN9600694|C01600340001022500000
11446|LAN9600889|C05500000000083200054
11516|LAN9602509|C02700020000935600000
11518|LAN9604880|C01600630000465000000
1770|LAN9602004|C01600420001543200000
1770|LAN9604529|C01600420001543100000
1770|LAN9604833|C01600420001918800000
7682|LAN9601942|C01600000000094500006
8623|LAN9599236|C05500000000138200001
8663|LAN9602483|C02700070000526600000
244778|LAN9599525|C01600670002933100000
244781|LAN9604267|C0550010000062670000
244782|LAN9604310|C08500040000017600000
244785|LAN9602019|C01600670002348500000
244792|LAN9599173|C03900050001763100000
244529|LAN9598661|C01600750002353300000
2017|LAN9598882|C01600160000221300000
20170|LAN9601364|C01600720000814800000
2018|LAN9600298|C01600000000015700005
2019|LAN9604755|C01600130000278800000
2020|LAN9601360|C01600160000349500000
2020|LAN9601947|C01600000000030000008
2020|LAN9602827|C01600000000030000003
20200|LAN9598664|C06700230003267700000
2021|LAN9600569|C01600130000052400000
2021|LAN9601975|C01600130000088400000
2021|LAN9602855|C01600130000387900000
2021|LAN9603095|C01600130000004100000
20210|LAN9603600|C00900010000279600000
2023|LAN9598876|C01600130000420100000
2023|LAN9599718|C01600130000435900000
2023|LAN9602222|C01600130000420200000
2023|LAN9602223|C01600130000187600000
2023|LAN9604748|C01600130001678200000
20232|LAN9602665|C06100030000054500000
20238|LAN9599384|C00900020000019000000
20241|LAN9599157|C02700080000009000000
2025|LAN9598896|C01600250000085900000
2025|LAN9601383|C01600250000053800000
2025|LAN9603115|C01600020001161700000
2025|LAN9603916|C01600250000052600000
2025|LAN9604775|C01600250000085600000
2026|LAN9598638|C01600170001168200000
2026|LAN9598639|C01600170001167600000
2026|LAN9599493|C01600170001284300000
2026|LAN9599494|C01600170001168300000
2026|LAN9599495|C01600170001167800000
2026|LAN9599496|C01600170001167300000
2026|LAN9599497|C01600170001163600000
2026|LAN9599731|C01600170001281000000
2026|LAN9599733|C01600170001276900000
2026|LAN9601147|C01600170001169000000
2026|LAN9601148|C01600170001165900000
2026|LAN9601977|C01600170001284200000
2026|LAN9602232|C01600170001712200000
2026|LAN9603685|C01600170000753800000
5948|LAN9602418|C05400050000094400000
5964|LAN9603630|C01300100000146400000
5984|LAN9601771|C05000020000296200000
5984|LAN9605171|C05000020000295900000
5989|LAN9599561|C01600020000575400000
5989|LAN9604582|C01600020000575000000
5998|LAN9602042|C01600020000709800000
6075|LAN9599855|C01600020003473900000
1684|LAN9601817|C06700220000263100000
1684|LAN9601818|C06700220001645500000
1684|LAN9602683|C06700220000263400000
1684|LAN9603527|C06700220000399000000
1684|LAN9603528|C06700220000263500000
1685|LAN9599316|C06700000000029200008
1685|LAN9605205|C06700000000029200006
1686|LAN9602673|C06700220001653800000
1687|LAN9604353|C06700220001221800000
1688|LAN9600983|C06700220001649000000
1689|LAN9599325|C06700220000063200000
1689|LAN9599326|C06700220000062500000
1689|LAN9600982|C06700220000063800000
1689|LAN9603525|C06700220000063700000
1689|LAN9603526|C06700220000063300000
1692|LAN9600166|C06700220000684100000
1694|LAN9600973|C06700000000003400001
1696|LAN9599317|C06700220001647900000
16961|LAN9601166|C01600070002416300000
16961|LAN9602307|C01600070010211800000
1698|LAN9600974|C06700000000018300052
1699|LAN9600984|C06700220000684000000
1703|LAN9600981|C06700220001650600000
1703|LAN9603522|C06700220001650500000
1703|LAN9605209|C06700220001650100000
1709|LAN9602682|C06700220001645900000
1711|LAN9599355|C07300000000015900031
1711|LAN9599356|C07300000000015900008
1711|LAN9602727|C07300000000015600012
1711|LAN9604389|C07300000000015600037
1712|LAN9601023|C07300080000043500000
